user_id,trips,traj_id
654,"['-73.91559067,40.76295878,2012-04-04 13:18:21', '-73.9847218,40.72967518,2012-04-04 15:44:47', '-73.98854256,40.75557964,2012-04-04 17:26:07']",train_4803
654,"['-73.99081707,40.76071578,2012-05-08 18:31:46', '-73.98802757,40.75827779,2012-05-08 19:05:22', '-73.99395004,40.7617138,2012-05-09 00:06:32']",train_4804
654,"['-73.99370327,40.734225,2012-07-05 16:53:32', '-73.92345871,40.75465044,2012-07-05 23:29:00', '-73.91559067,40.76295878,2012-07-06 09:49:09', '-73.99273301,40.73039949,2012-07-06 15:25:22', '-73.99171829,40.73522625,2012-07-06 22:36:06']",train_4805
654,"['-73.972177,40.761793,2012-07-11 13:47:38', '-73.97056293,40.76331288,2012-07-11 18:31:02', '-73.99370327,40.734225,2012-07-12 16:34:15', '-73.99370327,40.734225,2012-07-13 16:28:26', '-73.99171829,40.73522625,2012-07-14 03:00:38']",train_4806
655,"['-74.17164389,40.73038745,2012-04-28 22:03:24', '-74.13415432,40.93527025,2012-04-29 13:13:52', '-74.13802,40.93848,2012-04-29 14:12:13']",train_4807
655,"['-74.17164389,40.73038745,2012-05-11 21:41:11', '-74.17415142,40.91907427,2012-05-12 20:10:01', '-74.17164389,40.73038745,2012-05-12 22:13:41']",train_4808
656,"['-73.98856401,40.75061379,2012-04-03 15:36:57', '-73.98638613,40.74763189,2012-04-03 16:26:09', '-74.00825638,40.70554075,2012-04-03 16:52:18', '-73.9667289,40.79405807,2012-04-04 14:10:26', '-73.96717,40.79409,2012-04-04 20:01:34']",train_4809
656,"['-73.99211361,40.73448624,2012-04-07 15:56:07', '-73.9521669,40.783985,2012-04-07 20:03:13', '-73.9667289,40.79405807,2012-04-08 10:57:50', '-73.98334441,40.74466624,2012-04-08 17:01:31', '-73.982476,40.74508,2012-04-08 17:12:32']",train_4810
656,"['-73.96598274,40.79483545,2012-04-13 19:29:40', '-73.9650931,40.80647862,2012-04-13 23:25:09', '-73.9667289,40.79405807,2012-04-14 15:21:36', '-73.98682594,40.72215257,2012-04-14 23:28:54', '-73.98922694,40.731698,2012-04-15 00:38:35']",train_4811
656,"['-74.00048,40.742451,2012-04-16 15:11:16', '-73.98444632,40.77016785,2012-04-16 16:05:56', '-73.984595,40.769076,2012-04-16 17:54:19', '-74.00825638,40.70554075,2012-04-17 13:11:39', '-73.97320309,40.78118444,2012-04-17 14:59:56']",train_4812
656,"['-73.9667289,40.79405807,2012-04-19 06:09:20', '-73.99526423,40.7549772,2012-04-19 14:15:01', '-73.98444632,40.77016785,2012-04-19 17:00:48', '-73.9667289,40.79405807,2012-04-20 16:09:44', '-74.01538907,40.71486941,2012-04-20 23:51:40']",train_4813
656,"['-73.98444632,40.77016785,2012-05-14 17:32:24', '-73.98337311,40.7736556,2012-05-14 19:44:40', '-73.98224824,40.77283953,2012-05-14 19:51:45', '-73.9667289,40.79405807,2012-05-15 05:58:13']",train_4814
657,"['-74.14633488,40.80332477,2013-02-12 22:51:43', '-73.97008896,40.86118054,2013-02-13 16:09:29', '-73.97038937,40.86088843,2013-02-13 16:10:57']",train_4815
658,"['-74.11943957,40.80507337,2012-11-20 19:01:40', '-74.14026976,40.82858596,2012-11-20 21:29:50', '-74.11943957,40.80507337,2012-11-21 15:17:43']",train_4816
658,"['-74.11943957,40.80507337,2012-12-01 10:34:46', '-73.9921997,40.72535897,2012-12-01 19:51:22', '-73.99451245,40.75247343,2012-12-01 21:54:24', '-74.11943957,40.80507337,2012-12-02 12:28:55', '-74.11943957,40.80507337,2012-12-03 01:30:07']",train_4817
658,"['-74.11735296,40.81011453,2012-12-06 09:25:24', '-74.0755105,40.76147966,2012-12-06 09:39:33', '-74.02414532,40.76867279,2012-12-06 17:56:56', '-73.9879632,40.7498254,2012-12-06 21:11:05', '-74.11943957,40.80507337,2012-12-07 20:04:33', '-74.11735296,40.81011453,2012-12-08 11:12:34', '-74.0755105,40.76147966,2012-12-08 11:23:36', '-73.9622982,40.77893666,2012-12-08 12:40:22', '-73.98678303,40.74029892,2012-12-08 13:54:19', '-73.99357639,40.7507948,2012-12-08 15:07:37', '-74.0755105,40.76147966,2012-12-08 15:31:33', '-74.11735296,40.81011453,2012-12-08 15:43:50', '-74.11943957,40.80507337,2012-12-08 15:44:41']",train_4818
658,"['-74.15183544,40.70644125,2012-12-14 21:37:06', '-74.13705099,40.82966259,2012-12-15 17:42:40', '-74.11943957,40.80507337,2012-12-15 22:52:26', '-74.02930938,40.73598132,2012-12-16 01:13:00', '-74.11943957,40.80507337,2012-12-16 03:09:54', '-74.11943957,40.80507337,2012-12-16 09:33:50', '-74.11943957,40.80507337,2012-12-17 08:02:33', '-74.11943957,40.80507337,2012-12-17 21:58:09']",train_4819
658,"['-74.08943653,40.83128114,2012-12-19 11:00:12', '-74.07566071,40.91733544,2012-12-19 16:31:16', '-74.05737877,40.91552327,2012-12-19 18:52:56', '-74.05796798,40.91419535,2012-12-19 18:53:28']",train_4820
659,"['-74.21217442,40.88227407,2012-12-14 14:03:59', '-74.15413678,40.83855433,2012-12-14 15:03:36', '-74.13679361,40.83162209,2012-12-14 15:17:02']",train_4821
660,"['-73.98124695,40.57745558,2012-04-09 16:35:17', '-73.98030281,40.57334844,2012-04-09 16:41:12', '-73.98030281,40.57334844,2012-04-09 16:48:16', '-73.98030281,40.57334844,2012-04-09 18:06:18', '-73.98037791,40.57334844,2012-04-09 18:08:53']",train_4822
660,"['-73.97828579,40.76809421,2012-04-10 18:28:22', '-73.99000168,40.7058882,2012-04-10 19:23:55', '-73.95807266,40.71343536,2012-04-10 19:41:20', '-73.95206451,40.85121557,2012-04-11 15:32:48', '-74.01128769,40.76117086,2012-04-11 19:43:21']",train_4823
660,"['-73.99656773,40.70595327,2012-06-12 19:29:17', '-73.95206451,40.85121557,2012-06-12 23:47:10', '-73.99483956,40.63317181,2012-06-13 23:12:15']",train_4824
660,"['-73.99483956,40.63317181,2012-07-07 23:02:31', '-73.99394,40.641287,2012-07-08 21:03:44', '-73.98909494,40.63474082,2012-07-09 09:34:12']",train_4825
661,"['-74.00196433,40.72428495,2012-04-07 16:21:52', '-74.00299564,40.73400375,2012-04-07 21:56:24', '-74.00060696,40.73008303,2012-04-08 13:05:55', '-73.99764061,40.73083612,2012-04-08 14:30:08']",train_4826
661,"['-73.99712358,40.72218619,2012-04-13 12:51:46', '-73.99618149,40.73168165,2012-04-13 17:39:42', '-73.99755478,40.72973041,2012-04-13 19:41:46', '-73.97621054,40.75993236,2012-04-14 16:52:41', '-73.96781445,40.7623248,2012-04-14 17:58:59']",train_4827
661,"['-73.98242712,40.77160437,2012-04-21 19:42:25', '-73.98247004,40.77143374,2012-04-21 20:53:53', '-74.0103681,40.72007263,2012-04-22 12:00:08']",train_4828
661,"['-73.99018534,40.73026067,2012-05-14 19:17:24', '-73.98922694,40.731698,2012-05-14 20:40:44', '-73.9950335,40.72798238,2012-05-15 17:17:27']",train_4829
662,"['-73.97956802,40.76627121,2012-05-15 18:50:00', '-73.949633,40.772298,2012-05-16 09:15:36', '-73.95476139,40.77787135,2012-05-16 12:37:49', '-73.953727,40.775053,2012-05-16 16:46:17', '-73.98745933,40.76245925,2012-05-17 13:35:34', '-73.95507135,40.77937325,2012-05-17 18:59:45', '-73.949633,40.772298,2012-05-18 11:02:49', '-73.95039322,40.77148252,2012-05-18 11:25:55', '-73.95476139,40.77787135,2012-05-18 12:00:42', '-73.95963458,40.77418287,2012-05-19 11:51:20', '-73.953727,40.775053,2012-05-19 17:04:55']",train_4830
662,"['-73.96343432,40.76590104,2012-05-21 09:54:22', '-74.0015653,40.74112455,2012-05-21 13:35:07', '-73.949633,40.772298,2012-05-21 17:29:11', '-73.99382114,40.72641318,2012-05-22 09:30:14']",train_4831
662,"['-73.97956802,40.76627121,2012-06-03 14:03:38', '-73.984595,40.769076,2012-06-03 15:15:53', '-73.99098305,40.74546291,2012-06-04 09:42:19']",train_4832
662,"['-73.95476139,40.77787135,2012-06-09 12:57:19', '-73.98469884,40.72854337,2012-06-09 23:35:31', '-73.94997419,40.77624184,2012-06-10 12:28:50', '-73.95490489,40.77912607,2012-06-10 12:54:08', '-73.95497377,40.77731921,2012-06-10 13:21:49']",train_4833
662,"['-73.95963458,40.77418287,2012-06-16 15:56:51', '-73.98344198,40.77253079,2012-06-16 19:46:17', '-73.95335703,40.771706,2012-06-16 23:00:17', '-73.949633,40.772298,2012-06-17 16:32:23']",train_4834
662,"['-73.949633,40.772298,2012-07-04 14:24:34', '-73.98780941,40.72417486,2012-07-04 16:17:20', '-73.99150372,40.73001497,2012-07-04 18:23:54', '-73.99098305,40.74546291,2012-07-05 09:41:24']",train_4835
662,"['-73.98902607,40.75703139,2012-09-14 18:46:24', '-73.95476139,40.77787135,2012-09-15 14:07:43', '-73.949633,40.772298,2012-09-15 14:26:44']",train_4836
662,"['-73.9232254,40.75570968,2012-10-27 13:27:25', '-73.92409595,40.75610671,2012-10-27 13:34:13', '-73.949633,40.772298,2012-10-27 17:18:16', '-73.949633,40.772298,2012-10-28 13:41:17']",train_4837
662,"['-73.95421036,40.77464261,2012-11-24 15:20:36', '-73.949633,40.772298,2012-11-25 13:22:32', '-73.949633,40.772298,2012-11-26 12:47:26']",train_4838
663,"['-73.99395004,40.75244627,2012-06-08 17:55:37', '-73.99729001,40.71359331,2012-06-09 11:57:33', '-73.97350073,40.77142562,2012-06-09 16:54:23', '-73.99048716,40.73416736,2012-06-10 00:52:47', '-73.99040315,40.7352825,2012-06-10 12:21:02', '-74.00483627,40.74195651,2012-06-10 13:54:32', '-73.99580367,40.73690277,2012-06-10 15:07:07', '-73.96814084,40.75708725,2012-06-10 19:53:18', '-73.96758984,40.7562243,2012-06-10 21:10:04']",train_4839
663,"['-73.99081662,40.73441062,2012-06-17 00:21:58', '-74.00362545,40.7223513,2012-06-17 15:59:43', '-74.00858347,40.73275437,2012-06-17 20:45:08', '-73.99618149,40.73168165,2012-06-18 13:07:01']",train_4840
663,"['-73.98656404,40.7298925,2012-06-30 16:52:30', '-73.98194432,40.76792357,2012-06-30 18:08:27', '-73.97350073,40.77142562,2012-06-30 18:59:34', '-74.002934,40.734481,2012-07-01 01:42:44', '-74.00042332,40.73539436,2012-07-01 02:18:45']",train_4841
663,"['-73.9931345,40.73577906,2012-07-02 13:03:11', '-73.98691412,40.72957975,2012-07-02 22:12:05', '-73.99149955,40.73749393,2012-07-03 12:37:07', '-73.987965,40.72932,2012-07-04 00:19:50', '-73.99018534,40.73026067,2012-07-04 01:39:22', '-73.98914047,40.75845677,2012-07-04 14:48:50', '-73.99444342,40.76341371,2012-07-04 15:48:55', '-73.99395004,40.75244627,2012-07-04 16:34:28', '-73.97948742,40.76186973,2012-07-04 22:15:28', '-74.0003224,40.730178,2012-07-05 19:13:38', '-73.98784958,40.72817023,2012-07-05 20:05:56']",train_4842
663,"['-74.00384925,40.73295047,2012-07-06 23:36:46', '-73.98872765,40.73115587,2012-07-07 14:14:13', '-73.9987132,40.72476761,2012-07-07 15:38:22', '-74.00185223,40.72946889,2012-07-07 17:39:47', '-73.99211361,40.73448624,2012-07-07 20:35:45', '-73.98927859,40.73654942,2012-07-07 23:19:05', '-74.0032196,40.73543762,2012-07-08 15:38:12', '-74.00519371,40.74706189,2012-07-08 17:34:11', '-74.00483627,40.74195651,2012-07-08 18:40:49']",train_4843
663,"['-73.994262,40.721291,2012-07-10 21:13:14', '-73.994262,40.721291,2012-07-11 00:42:44', '-73.98997896,40.73850832,2012-07-11 21:13:43']",train_4844
663,"['-73.99253368,40.73864059,2012-08-09 15:09:12', '-74.07295704,40.64440554,2012-08-09 20:33:52', '-74.01401281,40.70491221,2012-08-09 21:02:51', '-73.98562858,40.73843377,2012-08-10 13:34:36', '-73.99859843,40.72456732,2012-08-10 16:07:13', '-73.965457,40.760278,2012-08-10 20:23:07', '-74.00858921,40.72589988,2012-08-11 00:15:35']",train_4845
664,"['-73.98626804,40.75648987,2012-04-07 15:34:01', '-73.98656309,40.75688403,2012-04-07 15:34:43', '-73.990295,40.75171,2012-04-07 15:59:36', '-73.9879632,40.7498254,2012-04-07 16:12:05', '-73.98592472,40.75909046,2012-04-07 19:53:48']",train_4846
664,"['-74.00548701,40.73702497,2012-04-14 12:56:31', '-74.00541012,40.73149467,2012-04-14 14:14:16', '-74.03167248,40.90514483,2012-04-15 12:27:59']",train_4847
664,"['-73.98365021,40.76178846,2012-06-16 20:03:06', '-73.98626804,40.75648987,2012-06-16 21:20:39', '-74.0767014,40.91532869,2012-06-17 15:36:17']",train_4848
665,"['-73.9981336,40.69297182,2012-05-14 03:42:30', '-73.99781227,40.69082385,2012-05-14 03:44:02', '-73.9981336,40.69297182,2012-05-15 00:42:16']",train_4849
665,"['-73.9981336,40.69297182,2012-05-26 23:56:18', '-73.99178076,40.69786696,2012-05-27 00:05:45', '-73.9981336,40.69297182,2012-05-27 14:03:10', '-73.99781227,40.69082385,2012-05-27 18:14:53', '-73.9981336,40.69297182,2012-05-27 19:02:22']",train_4850
665,"['-73.99781227,40.69082385,2012-06-03 02:07:08', '-73.9981336,40.69297182,2012-06-03 15:56:04', '-73.9981336,40.69297182,2012-06-03 20:40:32']",train_4851
666,"['-73.98758559,40.73981962,2012-04-20 21:08:05', '-73.99048716,40.73416736,2012-04-20 22:28:16', '-73.989828,40.738949,2012-04-21 11:18:27', '-73.9981049,40.73081456,2012-04-21 13:54:46']",train_4852
666,"['-73.989828,40.738949,2012-05-05 14:10:11', '-73.98873568,40.72718559,2012-05-05 19:39:13', '-73.98818851,40.72718559,2012-05-05 20:33:03', '-73.989828,40.738949,2012-05-06 13:30:52', '-73.99221104,40.75044987,2012-05-06 15:26:13']",train_4853
666,"['-73.98872765,40.73115587,2012-05-13 19:35:05', '-74.009752,40.714214,2012-05-14 17:00:27', '-74.009752,40.714214,2012-05-15 08:45:14']",train_4854
666,"['-73.988588,40.734853,2012-05-16 19:15:07', '-74.009752,40.714214,2012-05-17 17:05:34', '-73.98873568,40.72718559,2012-05-17 19:07:39', '-73.98818851,40.72718559,2012-05-17 19:21:22', '-74.009752,40.714214,2012-05-18 18:20:58', '-73.96040372,40.76183668,2012-05-18 20:50:57']",train_4855
666,"['-74.009752,40.714214,2012-05-21 18:06:04', '-73.98872765,40.73115587,2012-05-21 20:13:36', '-74.009752,40.714214,2012-05-22 09:02:22']",train_4856
666,"['-73.97408009,40.76450261,2012-06-20 17:17:33', '-73.97400498,40.76346247,2012-06-20 17:59:04', '-73.989828,40.738949,2012-06-21 09:20:31']",train_4857
666,"['-73.98752246,40.73599017,2012-11-19 20:00:13', '-73.98872765,40.73115587,2012-11-20 19:58:44', '-73.87122,40.773839,2012-11-21 15:07:34']",train_4858
667,"['-73.99826559,40.74065935,2012-04-21 12:58:01', '-74.00270154,40.75006726,2012-04-21 23:34:24', '-73.990799,40.760753,2012-04-22 03:12:38']",train_4859
667,"['-73.98541049,40.71795206,2012-05-12 22:44:43', '-73.98541049,40.71795206,2012-05-12 23:28:01', '-74.02670442,40.62065012,2012-05-13 01:35:02', '-73.97785664,40.68444569,2012-05-13 11:23:40']",train_4860
667,"['-73.95604141,40.7143739,2012-06-02 23:01:10', '-73.9511408,40.7120462,2012-06-03 00:29:54', '-74.03138,40.622762,2012-06-03 16:45:15']",train_4861
667,"['-73.98746967,40.74959782,2012-07-13 13:09:59', '-73.98300006,40.73909768,2012-07-13 19:23:30', '-73.99339912,40.74484239,2012-07-13 19:30:07', '-73.989499,40.726142,2012-07-13 22:25:03']",train_4862
667,"['-74.00193257,40.70815731,2012-08-11 02:15:59', '-73.9101,40.885765,2012-08-11 12:48:58', '-73.9081192,40.87364276,2012-08-11 19:18:44']",train_4863
667,"['-73.91906686,40.76548383,2012-10-25 20:56:21', '-73.98746967,40.74959782,2012-10-26 19:13:19', '-73.91577959,40.7640638,2012-10-26 22:20:18', '-73.91457796,40.76375501,2012-10-27 02:08:59']",train_4864
668,"['-73.98710489,40.74049402,2012-04-03 19:48:26', '-73.98177266,40.75917985,2012-04-04 12:54:39', '-73.98283363,40.75922735,2012-04-04 13:56:58']",train_4865
668,"['-73.97812173,40.78325879,2012-04-07 13:51:47', '-73.95468678,40.77393538,2012-04-08 13:46:14', '-73.95565683,40.77355486,2012-04-08 17:55:32']",train_4866
668,"['-73.98177266,40.75917985,2012-04-11 11:47:35', '-73.98177266,40.75917985,2012-04-11 14:23:06', '-73.97648335,40.74969536,2012-04-11 21:59:48', '-73.97648335,40.74969536,2012-04-12 00:49:12', '-73.98177266,40.75917985,2012-04-12 13:27:45', '-73.98787254,40.73454149,2012-04-12 17:49:41', '-73.95377411,40.77033928,2012-04-12 23:54:02', '-73.98177266,40.75917985,2012-04-13 13:04:07', '-73.98189241,40.76843391,2012-04-13 18:35:17', '-73.97648335,40.74969536,2012-04-14 00:30:20', '-74.00601983,40.73968518,2012-04-14 11:03:49', '-73.986764,40.719607,2012-04-14 17:21:54', '-73.95206451,40.85121557,2012-04-15 12:20:33']",train_4867
668,"['-73.9650931,40.80647862,2012-04-17 20:15:58', '-73.98177266,40.75917985,2012-04-18 10:06:36', '-73.97648335,40.74969536,2012-04-18 18:51:42', '-73.97570547,40.74939768,2012-04-18 19:20:38']",train_4868
668,"['-73.95468678,40.77393538,2012-04-19 21:18:46', '-74.010173,40.70430345,2012-04-19 22:29:22', '-74.00914583,40.70619402,2012-04-19 23:56:16', '-73.97648335,40.74969536,2012-04-20 00:31:49', '-73.78452301,40.64508936,2012-04-20 05:39:38']",train_4869
668,"['-73.98664398,40.750866,2012-05-04 20:08:40', '-73.97648335,40.74969536,2012-05-04 23:47:02', '-73.95468678,40.77393538,2012-05-05 14:50:37']",train_4870
668,"['-73.98177266,40.75917985,2012-05-08 11:58:40', '-73.97844136,40.76364734,2012-05-08 18:06:41', '-73.96270118,40.75901857,2012-05-08 20:52:54', '-73.95565683,40.77355486,2012-05-09 00:37:26', '-73.95646042,40.77138107,2012-05-09 02:37:18']",train_4871
668,"['-73.98177266,40.75917985,2012-05-10 14:25:12', '-73.96270118,40.75901857,2012-05-10 20:55:45', '-73.95565683,40.77355486,2012-05-11 00:12:31']",train_4872
668,"['-73.95414722,40.77800832,2012-05-27 09:31:57', '-73.98209328,40.7747305,2012-05-27 13:47:22', '-73.98163319,40.77836415,2012-05-27 15:39:52', '-73.97095799,40.77406421,2012-05-27 15:59:36', '-73.95353303,40.70625036,2012-05-27 18:38:48', '-73.95807266,40.71343536,2012-05-27 18:40:40', '-73.96144836,40.71653438,2012-05-27 18:48:23', '-73.96020283,40.71839935,2012-05-27 21:50:40']",train_4873
668,"['-73.9730883,40.7639385,2012-11-15 17:59:16', '-73.98177266,40.75917985,2012-11-16 13:33:25', '-73.95578311,40.77277122,2012-11-16 21:45:27']",train_4874
668,"['-73.98177266,40.75917985,2012-12-05 10:26:14', '-73.9819498,40.76863919,2012-12-05 17:52:08', '-73.98369312,40.77212438,2012-12-05 19:59:10']",train_4875
668,"['-73.95229518,40.77700737,2012-12-10 20:30:39', '-73.95468678,40.77393538,2012-12-10 21:33:09', '-73.98508787,40.73977867,2012-12-11 19:41:30']",train_4876
668,"['-73.98177266,40.75917985,2012-12-14 16:58:01', '-73.95351581,40.7783768,2012-12-14 21:16:21', '-73.97305387,40.75275186,2012-12-15 19:27:12', '-73.97648335,40.74969536,2012-12-15 22:11:15']",train_4877
668,"['-73.95578311,40.77277122,2013-01-02 19:38:01', '-73.98177266,40.75917985,2013-01-03 14:30:11', '-73.97444281,40.75743032,2013-01-03 20:11:00', '-73.97714585,40.76402317,2013-01-03 22:46:28']",train_4878
669,"['-73.98380354,40.73198686,2012-04-14 13:41:10', '-73.97721492,40.74332108,2012-04-14 16:26:29', '-73.97721492,40.74332108,2012-04-14 18:55:36', '-73.97721492,40.74332108,2012-04-14 22:15:19']",train_4879
669,"['-73.988116,40.745884,2012-04-17 21:38:10', '-73.98375,40.726963,2012-04-18 20:47:13', '-74.00351068,40.7385661,2012-04-19 19:34:23', '-73.99302609,40.73486134,2012-04-19 20:00:22']",train_4880
669,"['-73.94996166,40.72212005,2012-04-20 21:39:49', '-73.9508307,40.72394548,2012-04-21 00:33:17', '-73.95807266,40.71343536,2012-04-21 10:57:04']",train_4881
669,"['-73.95438194,40.73021823,2012-05-07 08:32:11', '-73.95438194,40.73021823,2012-05-07 18:53:30', '-73.99784714,40.71420792,2012-05-08 18:41:52', '-73.98685673,40.71881951,2012-05-08 21:25:14', '-73.95438194,40.73021823,2012-05-09 08:28:37']",train_4882
670,"['-74.06579018,40.87828304,2012-04-12 17:34:19', '-74.073357,40.967639,2012-04-13 07:14:18', '-74.073357,40.967639,2012-04-14 06:55:09', '-74.132019,40.931951,2012-04-14 13:28:07']",train_4883
670,"['-74.06902772,40.95634252,2012-04-28 12:58:27', '-74.132019,40.931951,2012-04-28 14:15:32', '-74.07437325,40.95575677,2012-04-28 15:34:49']",train_4884
670,"['-74.132019,40.931951,2012-05-03 18:09:15', '-74.10954797,40.81354776,2012-05-04 16:58:30', '-74.073357,40.967639,2012-05-05 05:50:33', '-74.09735271,40.92607839,2012-05-05 09:35:18', '-74.132019,40.931951,2012-05-05 10:19:59', '-73.98800494,40.75485026,2012-05-05 12:11:53', '-73.98902607,40.75703139,2012-05-05 12:57:43']",train_4885
670,"['-74.10954797,40.81354776,2012-05-10 16:52:25', '-74.06902772,40.95634252,2012-05-10 18:06:22', '-74.10954797,40.81354776,2012-05-11 16:50:17', '-74.0767014,40.91532869,2012-05-11 18:40:53']",train_4886
670,"['-74.07566071,40.91733544,2012-07-22 10:15:36', '-74.0767014,40.91532869,2012-07-22 10:21:06', '-74.0767014,40.91532869,2012-07-22 10:22:41']",train_4887
670,"['-74.01128769,40.76117086,2012-08-16 11:43:38', '-74.00596619,40.71421606,2012-08-16 11:53:30', '-74.04870987,40.79214157,2012-08-16 15:24:06', '-74.06902772,40.95634252,2012-08-16 18:08:01']",train_4888
671,"['-74.00017656,40.7339548,2012-05-08 21:13:03', '-74.0048994,40.72127672,2012-05-09 19:32:58', '-73.98010969,40.75406798,2012-05-10 18:58:18']",train_4889
671,"['-73.982745,40.722534,2012-05-27 13:11:39', '-74.00017656,40.7339548,2012-05-28 02:34:58', '-73.99357639,40.7507948,2012-05-28 11:48:27']",train_4890
671,"['-73.988544,40.72206051,2012-06-07 17:55:55', '-74.00822997,40.74099801,2012-06-08 16:53:20', '-74.00196701,40.73811372,2012-06-08 17:59:52']",train_4891
671,"['-73.98525554,40.74227764,2012-10-24 21:47:26', '-74.00358438,40.74198973,2012-10-25 19:43:24', '-73.98701743,40.76421263,2012-10-25 21:06:23', '-73.95490489,40.77912607,2012-10-26 20:28:38', '-73.9847218,40.72967518,2012-10-27 15:17:02', '-73.99039768,40.73709857,2012-10-27 15:17:12', '-73.96781445,40.7623248,2012-10-27 17:05:10', '-73.98046908,40.72200847,2012-10-28 01:10:04', '-73.98921311,40.72610422,2012-10-28 03:27:12']",train_4892
672,"['-73.97717535,40.75280621,2012-04-08 13:44:10', '-73.97717535,40.75280621,2012-04-09 08:47:36', '-73.97789955,40.75304394,2012-04-09 08:47:58']",train_4893
672,"['-73.98317224,40.72104871,2012-04-21 21:23:56', '-73.99048716,40.73416736,2012-04-22 16:59:21', '-73.99369479,40.74195653,2012-04-23 08:03:07', '-73.99365,40.74174,2012-04-23 08:06:04', '-73.99369479,40.74195653,2012-04-23 16:40:41']",train_4894
672,"['-73.99369479,40.74195653,2012-04-26 08:31:45', '-73.98723551,40.72920649,2012-04-27 08:09:27', '-73.98193,40.728358,2012-04-27 22:18:45', '-73.98407735,40.72546138,2012-04-27 23:40:42', '-73.98723551,40.72920649,2012-04-28 09:57:52', '-73.96758984,40.75608725,2012-04-28 21:12:23', '-73.98902607,40.75703139,2012-04-29 00:36:13', '-73.990248,40.719222,2012-04-29 09:05:40']",train_4895
673,"['-73.939147,40.80514464,2012-11-05 21:17:20', '-73.87130988,40.76387645,2012-11-06 12:43:31', '-73.87122,40.773839,2012-11-06 13:05:06']",train_4896
673,"['-73.84606361,40.75645736,2012-11-16 17:22:13', '-73.93975075,40.74802719,2012-11-17 12:19:16', '-73.87130988,40.76387645,2012-11-17 18:22:00']",train_4897
673,"['-73.87122,40.773839,2012-11-19 09:35:21', '-74.00061817,40.71834203,2012-11-19 15:55:44', '-73.87130988,40.76387645,2012-11-19 21:55:26', '-73.87130988,40.76387645,2012-11-20 11:02:51', '-73.82963978,40.75811474,2012-11-21 09:03:58', '-73.82963978,40.75811474,2012-11-21 16:53:57']",train_4898
673,"['-73.87130988,40.76387645,2012-11-23 22:14:57', '-73.810405,40.733176,2012-11-24 09:59:46', '-73.87130988,40.76387645,2012-11-24 16:43:14']",train_4899
673,"['-73.85540552,40.75160843,2012-11-26 09:02:14', '-73.82963978,40.75811474,2012-11-26 16:56:57', '-73.87130988,40.76387645,2012-11-27 12:34:12', '-74.00021099,40.72714572,2012-11-27 14:54:22', '-73.89155388,40.7468343,2012-11-27 19:15:34', '-73.82963978,40.75811474,2012-11-28 16:31:12', '-73.84445161,40.72040231,2012-11-28 20:33:05', '-73.87130988,40.76387645,2012-11-29 00:44:16']",train_4900
673,"['-73.87130988,40.76387645,2012-12-03 22:38:47', '-73.86310101,40.73018571,2012-12-04 09:31:12', '-73.87130988,40.76387645,2012-12-05 00:42:31']",train_4901
673,"['-73.98271885,40.7515016,2012-12-06 15:43:03', '-73.88395786,40.7476146,2012-12-06 16:31:57', '-73.87130988,40.76387645,2012-12-07 06:52:51', '-73.84445161,40.72040231,2012-12-07 19:42:14', '-73.84606361,40.75645736,2012-12-08 17:24:16', '-73.85540552,40.75160843,2012-12-08 17:26:02', '-73.87130988,40.76387645,2012-12-08 18:22:03']",train_4902
674,"['-73.99270535,40.74109556,2012-04-07 09:22:54', '-73.98402737,40.74404732,2012-04-07 13:52:44', '-73.99270535,40.74109556,2012-04-07 15:55:36', '-73.99620539,40.74437759,2012-04-07 19:41:56', '-73.99090845,40.74452508,2012-04-07 22:30:38', '-73.98402737,40.74404732,2012-04-08 08:51:38']",train_4903
674,"['-73.98037152,40.74906145,2012-04-09 15:19:49', '-73.98625987,40.74760294,2012-04-09 18:37:06', '-73.99270535,40.74109556,2012-04-10 06:56:36', '-73.99270535,40.74109556,2012-04-11 06:51:38', '-73.98402737,40.74404732,2012-04-11 16:03:40', '-73.99270535,40.74109556,2012-04-12 06:52:56', '-73.98402737,40.74404732,2012-04-12 16:13:35', '-73.99270535,40.74109556,2012-04-13 07:51:08', '-73.9997,40.734837,2012-04-13 21:13:21', '-74.00108457,40.73167352,2012-04-14 02:39:28', '-73.99270535,40.74109556,2012-04-14 09:27:25', '-73.99270535,40.74109556,2012-04-14 16:55:20']",train_4904
674,"['-73.99270535,40.74109556,2012-04-16 06:49:31', '-73.98402737,40.74404732,2012-04-16 16:07:54', '-73.99270535,40.74109556,2012-04-17 06:51:08', '-73.93837452,40.76750917,2012-04-17 13:02:58', '-73.98402737,40.74404732,2012-04-17 16:09:30']",train_4905
